id,title,short_title,issuing_body,document_number,citation,authority_class,binding_status,jurisdiction,scope_note,official_url,alternate_urls,archive_url,publication_date,effective_date,last_amended_or_revised,date_accessed,last_verified,verified_by,verification_method,jurisdiction_confirmed_by,http_status,content_hash,superseded,superseding_authority,supersedes,related_authorities,update_frequency,watch_triggers,access_restrictions,copyright_note,reproduction_permitted,pin_cites,unresolved_issues,confidence,file_path,dependent_files,audit_source_ids,audit_provenance,audit_cluster,fetch_alive,source_origin,source_file,nonofficial_mirrors,verification_limit
caselaw-custody-standards,Michigan Custody Standards,Michigan Custody Standards,Michigan Supreme Court / State of Michigan,MCL 722.23; selected published Michigan decisions,MCL 722.23; selected published Michigan decisions,binding_case_law,binding,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-act-91-of-1970,"[""https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/"", ""https://www.legislature.mi.gov/documents/mcl/pdf/mcl-act-91-of-1970.pdf"", ""https://codes.findlaw.com/mi/chapter-722-children/mi-comp-laws-722-23/"", ""https://law.justia.com/codes/michigan/chapter-722/act-91-of-1970/section-722-27a/""]",,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,FindLaw 722.23 + Justia 722.27a fetches; official blocked,MCL 722.23 and 722.27a mirrors fetched 2026-08-09.,Michigan Child Custody Act,mirrors 200,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],"[""child-custody-act-1970""]",unknown,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MCL 722.23; selected published Michigan decisions"", ""MCL 722.21"", ""MCL 722.23"", ""MCL 722.23(k)"", ""MCL 722.23(l)"", ""MCL 722.26a"", ""MCL 722.27a""]","[""Use current published Michigan authority; facts drive standards.""]",high identity; medium mirror currency,references/caselaw/custody-standards.md,"[""references/caselaw/custody-standards.md""]","[""child-custody-act-1970""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,
caselaw-discovery-sanctions,Michigan Discovery Sanctions Authorities,Michigan Discovery Sanctions Authorities,Michigan Supreme Court / State of Michigan,MCR 2.313; selected published Michigan decisions,MCR 2.313; selected published Michigan decisions,binding_case_law,binding,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/rules-administrative-orders-and-jury-instructions/current-court-rules/,"[""https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/""]",,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,catalog under robots-blocked official compilation,Standard MCR identity; full subdivision text not machine-extracted 2026-08-09 due to courts.michigan.gov robots.,Michigan Court Rules,disallow_by_robots,unavailable — primary text robots-blocked or unfetched in deep-research audit,unknown,unknown — verification required,[],"[""mcr-2-313-compel""]",unknown,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MCR 2.313; selected published Michigan decisions"", ""MCR 2.313""]","[""Full current text not fetched — human must open official MCR before quoting deadlines/subdivisions."", ""Sanctions depend on history, notice, and proportionality.""]",high identity; low automated text verification,references/caselaw/discovery-sanctions.md,"[""references/caselaw/discovery-sanctions.md""]","[""mcr-2-313-compel""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,"Primary text was not machine-readable in the deep-research audit. URL/source identity is verified as stated; do not treat current operative wording, pin-level text, or form footer as substantively verified until a human opens the official source."
caselaw-evidence-authentication,Michigan Evidence Authentication Cases,Michigan Evidence Authentication Cases,Michigan Supreme Court / State of Michigan,MRE 901; selected published Michigan decisions,MRE 901; selected published Michigan decisions,binding_case_law,binding,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/492ca5/siteassets/rules-instructions-administrative-orders/rules-of-evidence/michigan-rules-of-evidence.pdf,"[""https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/"", ""https://www.courts.michigan.gov/rules-administrative-orders-and-jury-instructions/michigan-rules-of-evidence/"", ""https://www.courts.michigan.gov/4a96cc/siteassets/rules-instructions-administrative-orders/proposed-and-recently-adopted-orders-on-admin-matters/adopted-orders/2021-10_2023-09-20_formor_amdmre.pdf""]",,unknown — verification required,2024-01-01,"Restyling ADM File No. 2021-10, order dated 2023-09-20, effective 2024-01-01; subsequent amendments possible",2026-08-09,2026-08-09,official URL in index + ICLE secondary analysis fetch,"MRE PDF and ADM 2021-10 order URLs confirmed on courts.michigan.gov; fetch robots-blocked. ICLE community post on MRE amendments effective January 1, 2024 fetched as secondary confirmation.",Michigan Supreme Court ADM order path,disallow_by_robots,unavailable — primary text robots-blocked or unfetched in deep-research audit,unknown,unknown — verification required,[],"[""mre-consolidated""]",continuous via ADM files,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MRE 901; selected published Michigan decisions"", ""MRE 401"", ""MRE 403"", ""MRE 404(b)"", ""MRE 801-807"", ""MRE 803A"", ""MRE 901"", ""MRE 902"", ""MRE 1001-1008""]","[""Old→new numbering map must be built from official restyled PDF when human can open PDFs."", ""Do not rely on pre-2024 citation numbers in L1."", ""Use MRE and current published authority, not screenshots alone.""]",high for restyle effective date; medium without official PDF text,references/caselaw/evidence-authentication.md,"[""references/caselaw/evidence-authentication.md""]","[""mre-consolidated""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,"Primary text was not machine-readable in the deep-research audit. URL/source identity is verified as stated; do not treat current operative wording, pin-level text, or form footer as substantively verified until a human opens the official source."
caselaw-referee-de-novo-review,Referee De Novo Review Authorities,Referee De Novo Review Authorities,Michigan Supreme Court / State of Michigan,MCR 3.215; MCL 552.507,MCR 3.215; MCL 552.507,binding_case_law,binding,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/rules-administrative-orders-and-jury-instructions/current-court-rules/,"[""https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/"", ""https://codes.findlaw.com/mi/chapter-552-divorce/mi-comp-laws-552-507/"", ""https://law.justia.com/codes/michigan/2014/chapter-552/statute-act-294-of-1982/section-552.507/""]",,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,catalog under robots-blocked official compilation,Standard MCR identity; full subdivision text not machine-extracted 2026-08-09 due to courts.michigan.gov robots.,Michigan Court Rules,disallow_by_robots,unavailable — primary text robots-blocked or unfetched in deep-research audit,unknown,unknown — verification required,[],"[""mcr-3-215-referee-hearings"", ""mcl-552-507-referee-review""]",unknown,"[""Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.""]",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""MCR 3.215; MCL 552.507"", ""MCR 3.215"", ""21-day objection"", ""MCL 552.507"", ""MCL 552.507a""]","[""Full current text not fetched — human must open official MCR before quoting deadlines/subdivisions."", ""Justia 2014 path may be stale — cross-check legislature for post-2014 amendments before quoting."", ""Rule/statute govern process; transcript/re-hearing issues need current text.""]",high identity; low automated text verification,references/caselaw/referee-de-novo-review.md,"[""references/caselaw/referee-de-novo-review.md""]","[""mcr-3-215-referee-hearings"", ""mcl-552-507-referee-review""]","family-court-source-ledger.json (deep research, 2026-08-09)",,,,,,"Primary text was not machine-readable in the deep-research audit. URL/source identity is verified as stated; do not treat current operative wording, pin-level text, or form footer as substantively verified until a human opens the official source."
cfr-45-301-310,45 CFR Chapter III — Office of Child Support Services (Parts 301–310),45 CFR 301–310,U.S. HHS / Office of Child Support Services (eCFR),45 CFR Parts 301–310,45 C.F.R. Parts 301–310,regulation,binding,federal,Federal child support program regulations.,https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III,"[""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-301"", ""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-302"", ""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-303"", ""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-304"", ""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-305"", ""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-307"", ""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-308"", ""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-309"", ""https://www.ecfr.gov/current/title-45/subtitle-B/chapter-III/part-310"", ""https://www.law.cornell.edu/cfr/text/45/chapter-III"", ""https://www.law.cornell.edu/cfr/text/45/part-303""]",,,,,2026-08-09,2026-08-09,direct eCFR fetches (partial) + full LII part fetches,"eCFR chapter and parts 301,302,303,307,310 fetched; parts 304,305,308,309 hit broken_content_ip_block on eCFR but corresponding LII pages fetched 2026-08-09.",eCFR title 45 chapter III,mixed 200 / ip_block on some eCFR parts; LII 200,unavailable — see audit verification method,unknown,,[],"[""title-iv-d-federal""]",unknown,[],free,,quote-with-citation,"[""45 CFR 301"", ""45 CFR 302"", ""45 CFR 303"", ""45 CFR 304"", ""45 CFR 305"", ""45 CFR 307"", ""45 CFR 308"", ""45 CFR 309"", ""45 CFR 310""]",[],high,,"[""references/guidance/cfr-45-parts-301-310.md"", ""references/audit/deep-research-source-audit-2026-08-09.md""]",,,federal,True,deep-research audit 2026-08-09,references/audit/deep-research-source-ledger-2026-08-09.json,,
cheatsheet-l0-hearing-day-card,L0 Hearing Day Card,L0 Hearing Day Card,Michigan Supreme Court / State of Michigan,Toolkit L0,Toolkit L0,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""L1 reference index""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,cheatsheet/L0-hearing-day-card.md,"[""cheatsheet/L0-hearing-day-card.md""]",,,,,,,,
cheatsheet-l1-pro-se-guide,L1 Pro Se Guide,L1 Pro Se Guide,Michigan Supreme Court / State of Michigan,Toolkit L1,Toolkit L1,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""L2 reference index""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,cheatsheet/L1-pro-se-guide.md,"[""cheatsheet/L1-pro-se-guide.md""]",,,,,,,,
checklists-de-novo-hearing,De Novo Hearing,De Novo Hearing,Michigan Supreme Court / State of Michigan,Checklist source note,Checklist source note,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Verification protocol""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,checklists/de-novo-hearing.md,"[""checklists/de-novo-hearing.md""]",,,,,,,,
checklists-discovery-response,Discovery Response,Discovery Response,Michigan Supreme Court / State of Michigan,Checklist source note,Checklist source note,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Verification protocol""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,checklists/discovery-response.md,"[""checklists/discovery-response.md""]",,,,,,,,
checklists-evidentiary-hearing,Evidentiary Hearing,Evidentiary Hearing,Michigan Supreme Court / State of Michigan,Checklist source note,Checklist source note,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Verification protocol""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,checklists/evidentiary-hearing.md,"[""checklists/evidentiary-hearing.md""]",,,,,,,,
checklists-exhibit-prep,Exhibit Prep,Exhibit Prep,Michigan Supreme Court / State of Michigan,Checklist source note,Checklist source note,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Verification protocol""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,checklists/exhibit-prep.md,"[""checklists/exhibit-prep.md""]",,,,,,,,
checklists-hearing-day,Hearing Day,Hearing Day,Michigan Supreme Court / State of Michigan,Checklist source note,Checklist source note,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Verification protocol""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,checklists/hearing-day.md,"[""checklists/hearing-day.md""]",,,,,,,,
checklists-meet-and-confer,Meet And Confer,Meet And Confer,Michigan Supreme Court / State of Michigan,Checklist source note,Checklist source note,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Verification protocol""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,checklists/meet-and-confer.md,"[""checklists/meet-and-confer.md""]",,,,,,,,
checklists-motion-filing,Motion Filing,Motion Filing,Michigan Supreme Court / State of Michigan,Checklist source note,Checklist source note,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Verification protocol""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,checklists/motion-filing.md,"[""checklists/motion-filing.md""]",,,,,,,,
checklists-post-hearing-order-entry,Post Hearing Order Entry,Post Hearing Order Entry,Michigan Supreme Court / State of Michigan,Checklist source note,Checklist source note,official_guidance,informational,Michigan statewide,Educational reference; verify the cited authority and current local practice before relying on it.,https://www.courts.michigan.gov/siteassets/rules-instructions-administrative-orders/michigan-court-rules/michigan-court-rules-responsive-html5.zip/Michigan_Court_Rules/,[],,unknown — verification required,unknown — verification required,unknown — verification required,2026-08-09,2026-08-09,direct fetch and package build,Read-only URL fetch by scripts/citation_url_checker.py; title/hash captured where accessible.,"Michigan Courts domain or source text identifies Michigan; local records identify Genesee County/Flint, Michigan.",204,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unknown,unknown — verification required,[],[],continuous or ad hoc; check before use,"Michigan Supreme Court rule order, legislation, revised form, local administrative order, judge assignment, or clerk notice.",free,Use short quotations with citation; do not reproduce protected material beyond lawful fair use.,quote-with-citation,"[""Verification protocol""]",Currency and case-specific application require confirmation.,medium — metadata verified where accessible; re-check current text.,checklists/post-hearing-order-entry.md,"[""checklists/post-hearing-order-entry.md""]",,,,,,,,
